No,ID,JK,Kecamatan,Jenis_Tinggal,Alat_Transportasi,Penerima_KPS,Pekerjaan_Ayah,Penghasilan_Ayah,Pekerjaan_Ibu,Penghasilan_Ibu,Rombel_Saat_Ini,Penerima_KIP,Layak_PIP
715,715,L,Kec. Tualang,Bersama orang tua,Mobil/bus antar jemput,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lainnya,"Kurang dari Rp. 500,000",X MIPA 5,Tidak,Tidak
716,716,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,"Kurang dari Rp. 500,000",XI MIPA 7,Tidak,Tidak
717,717,L,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Tidak bekerja,Tidak Berpenghasilan,X IPS 4,Tidak,Ya
718,718,L,Kec. Tenayan Raya,Bersama orang tua,Mobil pribadi,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",X MIPA 2,Tidak,Tidak
719,719,L,Kec. Tenayan Raya,Bersama orang tua,Mobil pribadi,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI IPS 3,Tidak,Tidak
720,720,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 6,Tidak,Tidak
721,721,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Tidak,Tidak
722,722,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Tidak
723,723,L,Kec. Tenayan Raya,Bersama orang tua,Lainnya,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,PNS/TNI/Polri,Lebih dari Rp 2.000.000,X IPS 1,Tidak,Tidak
724,724,P,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Tidak bekerja,"Kurang dari Rp. 500,000",X IPS 2,Tidak,Ya
725,725,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Ya,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Ya
726,726,L,Kec. Sukajadi,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,Rp 1.000.000 - Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X IPS 2,Tidak,Tidak
727,727,L,Kec. Tenayan Raya,Bersama orang tua,Mobil/bus antar jemput,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,X MIPA 5,Tidak,Tidak
728,728,P,Kec. Siak Hulu,Bersama orang tua,Mobil/bus antar jemput,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Tidak,Tidak
729,729,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Tidak
730,730,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 5,Tidak,Tidak
731,731,P,Kec. Sail,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XII MIPA 2,Tidak,Tidak
732,732,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 6,Tidak,Tidak
733,733,P,Kec. Tenayan Raya,Bersama orang tua,Lainnya,Ya,Buruh,Kurang dari Rp 1.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 5,Ya,Ya
734,734,P,Kec. Kateman,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",X MIPA 4,Tidak,Tidak
735,735,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Ya
736,736,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI IPS 3,Tidak,Tidak
737,737,P,Kec. Bukit Raya,Bersama orang tua,Kendaraan pribadi,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 6,Tidak,Tidak
738,738,P,Kec. Siak Hulu,Bersama orang tua,Sepeda motor,Tidak,Buruh,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 4,Ya,Tidak
739,739,P,Kec. Tenayan Raya,Bersama orang tua,Mobil pribadi,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI IPS 1,Tidak,Tidak
740,740,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 3,Tidak,Tidak
741,741,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Wiraswasta,"Rp. 500,000 - Rp. 999,999",XI MIPA 1,Tidak,Tidak
742,742,P,Kec. Tenayan Raya,Wali,Sepeda motor,Tidak,Lainnya,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 6,Tidak,Tidak
743,743,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 3,Tidak,Tidak
744,744,P,Kec. Senapelan,Bersama orang tua,Mobil pribadi,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",XII MIPA 2,Tidak,Tidak
745,745,P,Kec. Bukit Raya,Wali,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",X MIPA 4,Tidak,Tidak
746,746,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Tidak bekerja,Tidak Berpenghasilan,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",XI MIPA 1,Tidak,Tidak
747,747,L,Kec. Tenayan Raya,Lainnya,Lainnya,Tidak,Karyawan Swasta,Lebih dari Rp 2.000.000,PNS/TNI/Polri,Lebih dari Rp 2.000.000,X MIPA 6,Tidak,Tidak
748,748,L,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 5,Tidak,Tidak
749,749,P,Kec. Tenayan Raya,Bersama orang tua,Mobil pribadi,Tidak,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 3,Tidak,Tidak
750,750,P,Kec. Marpoyan Damai,Bersama orang tua,Jalan kaki,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,PNS/TNI/Polri,Lebih dari Rp 2.000.000,X MIPA 5,Tidak,Tidak
751,751,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Tidak,Tidak
752,752,P,Kec. Tenayan Raya,Asrama,Jalan kaki,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 4,Tidak,Tidak
753,753,L,Kec. Tenayan Raya,Wali,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",XII IPS 3,Tidak,Ya
754,754,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XII MIPA 2,Tidak,Tidak
755,755,P,Kec. Tenayan Raya,Wali,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Sudah Meninggal,Tidak Berpenghasilan,XII IPS 3,Tidak,Ya
756,756,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 1,Tidak,Tidak
757,757,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Tidak
758,758,P,Kec. Tenayan Raya,Bersama orang tua,Mobil pribadi,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",X IPS 2,Tidak,Tidak
759,759,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XII MIPA 1,Tidak,Tidak
760,760,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Lainnya,"Rp. 2,000,000 - Rp. 4,999,999",X MIPA 4,Tidak,Tidak
761,761,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",XI IPS 2,Tidak,Tidak
762,762,L,Kec. Bukit Raya,Bersama orang tua,Kendaraan pribadi,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",X MIPA 1,Tidak,Tidak
763,763,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",X MIPA 4,Tidak,Tidak
764,764,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 3,Tidak,Tidak
765,765,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 2,Tidak,Tidak
766,766,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 3,Tidak,Tidak
767,767,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Tidak
768,768,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 1,Tidak,Tidak
769,769,P,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Pedagang Kecil,Kurang dari Rp 1.000.000,Tidak bekerja,Tidak Berpenghasilan,X IPS 3,Tidak,Tidak
770,770,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 3,Tidak,Tidak
771,771,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,X MIPA 2,Tidak,Tidak
772,772,P,Kec. Tenayan Raya,Wali,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Tidak,Tidak
773,773,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Tidak
774,774,P,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",XII IPS 4,Tidak,Tidak
775,775,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 3,Tidak,Tidak
776,776,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",XI IPS 3,Tidak,Tidak
777,777,P,Kec. Sail,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Tidak
778,778,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,"Kurang dari Rp. 500,000",XII IPS 4,Tidak,Tidak
779,779,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",XI MIPA 3,Tidak,Tidak
780,780,P,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 1,Tidak,Tidak
781,781,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Tidak bekerja,Tidak Berpenghasilan,XI MIPA 5,Tidak,Tidak
782,782,P,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 6,Ya,Tidak
783,783,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Pensiunan,"Rp. 1,000,000 - Rp. 1,999,999",Buruh,"Rp. 1,000,000 - Rp. 1,999,999",XII IPS 4,Ya,Tidak
784,784,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Tidak
785,785,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wirausaha,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",XI IPS 3,Tidak,Tidak
786,786,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",XI MIPA 2,Tidak,Tidak
787,787,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 4,Tidak,Tidak
788,788,P,Kec. Tenayan Raya,Bersama orang tua,Lainnya,Tidak,Petani,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 3,Tidak,Tidak
789,789,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,Kurang dari Rp 1.000.000,Tidak bekerja,Tidak Berpenghasilan,X IPS 4,Tidak,Tidak
790,790,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 1,Tidak,Tidak
791,791,P,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Tidak bekerja,Tidak Berpenghasilan,X MIPA 5,Tidak,Ya
792,792,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 1,Tidak,Ya
793,793,L,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,PNS/TNI/Polri,Lebih dari Rp 2.000.000,X MIPA 3,Tidak,Tidak
794,794,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Tidak
795,795,P,Kec. Bukit Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 1,Tidak,Tidak
796,796,P,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Buruh,Kurang dari Rp 1.000.000,Tidak bekerja,Tidak Berpenghasilan,X IPS 4,Tidak,Tidak
797,797,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 3,Tidak,Tidak
798,798,P,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,PNS/TNI/Polri,Lebih dari Rp 2.000.000,X IPS 1,Tidak,Tidak
799,799,P,Kec. Gunung Sahilan,Kost,Jalan kaki,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,"Kurang dari Rp. 500,000",XII IPS 4,Tidak,Tidak
800,800,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 5,Tidak,Tidak
801,801,P,Kec. Tenayan Raya,Bersama orang tua,Lainnya,Tidak,Petani,Kurang dari Rp 1.000.000,Pedagang Kecil,Kurang dari Rp 1.000.000,X MIPA 1,Tidak,Tidak
802,802,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Tidak,Tidak
803,803,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",XII MIPA 3,Tidak,Tidak
804,804,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 2,Tidak,Ya
805,805,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 2,Tidak,Ya
806,806,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Petani,"Rp. 500,000 - Rp. 999,999",XI IPS 3,Tidak,Tidak
807,807,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,"Kurang dari Rp. 500,000",XII MIPA 4,Tidak,Tidak
808,808,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Tidak,Tidak
809,809,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Tidak
810,810,L,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",XII IPS 1,Tidak,Tidak
811,811,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 7,Tidak,Tidak
812,812,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,Rp 1.000.000 - Rp 2.000.000,Karyawan Swasta,Rp 1.000.000 - Rp 2.000.000,X MIPA 4,Tidak,Tidak
813,813,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Tidak
814,814,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 3,Tidak,Tidak
815,815,P,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Ya,Buruh,"Rp. 500,000 - Rp. 999,999",Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",X MIPA 4,Ya,Tidak
816,816,P,Kec. Tenayan Raya,Wali,Jalan kaki,Tidak,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Petani,"Kurang dari Rp. 500,000",XI IPS 1,Tidak,Ya
817,817,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 3,Tidak,Ya
818,818,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 3,Tidak,Tidak
819,819,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 3,Tidak,Tidak
820,820,P,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Karyawan Swasta,Rp 1.000.000 - Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 4,Tidak,Tidak
821,821,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 4,Tidak,Tidak
822,822,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Lainnya,"Kurang dari Rp. 500,000",X IPS 2,Tidak,Tidak
823,823,P,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Karyawan Swasta,Lebih dari Rp 2.000.000,Lainnya,Tidak Berpenghasilan,X MIPA 1,Tidak,Tidak
824,824,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",XI MIPA 4,Tidak,Tidak
825,825,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Lainnya,"Kurang dari Rp. 500,000",X IPS 2,Tidak,Tidak
826,826,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 3,Tidak,Ya
827,827,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Ya
828,828,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Ya
829,829,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 3,Tidak,Tidak
830,830,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 5,Tidak,Tidak
831,831,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 7,Tidak,Tidak
832,832,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 6,Tidak,Tidak
833,833,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 4,Tidak,Ya
